,Age,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Overall
52,27,19,182.88,170,72.0,72.0,72.0,76.0,76.0,76.0,76.0,76.0,78.0,78.0,78.0,76.0,73.0,73.0,73.0,76.0,59.0,59.0,59.0,59.0,59.0,56.0,50.0,50.0,50.0,56.0,74.0,74.0,57.0,81.0,71.0,80.0,79.0,77.0,77.0,81.0,70.0,69.0,78.0,76.0,73.0,77.0,66.0,62.0,53.0,76.0,69.0,32.0,75.0,80.0,73.0,77.0,30.0,45.0,39.0,14.0,15.0,7.0,7.0,8.0,8
53,23,13,177.8,163,60.0,60.0,60.0,65.0,64.0,64.0,64.0,65.0,67.0,67.0,67.0,65.0,66.0,66.0,66.0,65.0,61.0,62.0,62.0,62.0,61.0,59.0,58.0,58.0,58.0,59.0,72.0,48.0,52.0,73.0,62.0,71.0,82.0,72.0,71.0,75.0,57.0,63.0,75.0,57.0,72.0,69.0,44.0,40.0,60.0,68.0,68.0,60.0,53.0,72.0,51.0,61.0,52.0,59.0,58.0,6.0,12.0,11.0,10.0,16.0,7
54,27,17,185.42,174,69.0,69.0,69.0,65.0,68.0,68.0,68.0,65.0,66.0,66.0,66.0,64.0,60.0,60.0,60.0,64.0,46.0,45.0,45.0,45.0,46.0,43.0,40.0,40.0,40.0,43.0,44.0,71.0,68.0,63.0,64.0,70.0,67.0,56.0,50.0,75.0,64.0,62.0,67.0,67.0,59.0,74.0,74.0,65.0,72.0,70.0,36.0,19.0,67.0,62.0,73.0,67.0,18.0,24.0,21.0,11.0,10.0,12.0,11.0,13.0,8
55,19,3,177.8,141,47.0,47.0,47.0,55.0,52.0,52.0,52.0,55.0,56.0,56.0,56.0,59.0,58.0,58.0,58.0,59.0,64.0,63.0,63.0,63.0,64.0,64.0,63.0,63.0,63.0,64.0,59.0,12.0,56.0,61.0,31.0,65.0,27.0,26.0,65.0,63.0,71.0,79.0,79.0,57.0,69.0,42.0,71.0,71.0,65.0,21.0,65.0,61.0,45.0,60.0,36.0,62.0,67.0,66.0,64.0,10.0,8.0,13.0,15.0,14.0,7
56,22,10,193.04,185,44.0,44.0,44.0,45.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,48.0,50.0,50.0,50.0,48.0,55.0,58.0,58.0,58.0,55.0,56.0,60.0,60.0,60.0,56.0,23.0,18.0,52.0,59.0,28.0,55.0,28.0,33.0,55.0,55.0,66.0,69.0,52.0,55.0,60.0,45.0,71.0,66.0,74.0,23.0,58.0,60.0,27.0,34.0,34.0,46.0,57.0,62.0,60.0,9.0,8.0,12.0,12.0,11.0,7
57,30,17,185.42,196,65.0,65.0,65.0,59.0,61.0,61.0,61.0,59.0,59.0,59.0,59.0,57.0,53.0,53.0,53.0,57.0,45.0,47.0,47.0,47.0,45.0,45.0,49.0,49.0,49.0,45.0,47.0,69.0,72.0,59.0,62.0,59.0,52.0,43.0,34.0,56.0,58.0,58.0,56.0,66.0,34.0,70.0,59.0,56.0,90.0,58.0,74.0,24.0,65.0,59.0,62.0,70.0,31.0,40.0,24.0,14.0,9.0,12.0,9.0,12.0,7
58,28,1,170.18,143,63.0,63.0,63.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,70.0,70.0,70.0,70.0,70.0,70.0,68.0,68.0,68.0,70.0,69.0,63.0,63.0,63.0,69.0,63.0,57.0,53.0,72.0,54.0,68.0,66.0,58.0,70.0,70.0,77.0,79.0,71.0,72.0,75.0,61.0,52.0,89.0,64.0,50.0,60.0,71.0,64.0,69.0,58.0,75.0,43.0,70.0,69.0,13.0,14.0,7.0,14.0,13.0,8
59,33,10,182.88,183,49.0,49.0,49.0,48.0,47.0,47.0,47.0,48.0,47.0,47.0,47.0,50.0,51.0,51.0,51.0,50.0,63.0,63.0,63.0,63.0,63.0,65.0,69.0,69.0,69.0,65.0,48.0,33.0,75.0,59.0,45.0,45.0,51.0,47.0,46.0,60.0,64.0,64.0,45.0,60.0,61.0,46.0,65.0,70.0,79.0,37.0,77.0,75.0,23.0,35.0,40.0,54.0,61.0,72.0,70.0,11.0,15.0,14.0,14.0,12.0,8
60,24,13,180.34,168,59.0,59.0,59.0,63.0,62.0,62.0,62.0,63.0,64.0,64.0,64.0,63.0,66.0,66.0,66.0,63.0,64.0,65.0,65.0,65.0,64.0,64.0,63.0,63.0,63.0,64.0,58.0,40.0,54.0,70.0,57.0,67.0,65.0,58.0,67.0,71.0,68.0,64.0,74.0,65.0,74.0,70.0,59.0,64.0,64.0,66.0,65.0,62.0,54.0,67.0,51.0,61.0,62.0,67.0,64.0,10.0,6.0,10.0,11.0,6.0,7
61,35,17,195.58,203,68.0,68.0,68.0,58.0,63.0,63.0,63.0,58.0,59.0,59.0,59.0,56.0,55.0,55.0,55.0,56.0,43.0,46.0,46.0,46.0,43.0,42.0,46.0,46.0,46.0,42.0,46.0,73.0,79.0,57.0,69.0,58.0,53.0,53.0,37.0,68.0,34.0,42.0,45.0,64.0,36.0,74.0,31.0,59.0,89.0,70.0,68.0,26.0,75.0,55.0,79.0,65.0,24.0,35.0,22.0,8.0,15.0,7.0,16.0,8.0,7
62,21,17,182.88,165,62.0,62.0,62.0,64.0,63.0,63.0,63.0,64.0,61.0,61.0,61.0,62.0,55.0,55.0,55.0,62.0,51.0,46.0,46.0,46.0,51.0,49.0,42.0,42.0,42.0,49.0,60.0,65.0,52.0,59.0,55.0,65.0,70.0,41.0,48.0,64.0,79.0,78.0,73.0,59.0,67.0,66.0,45.0,58.0,54.0,65.0,32.0,24.0,58.0,53.0,40.0,64.0,48.0,35.0,26.0,12.0,15.0,12.0,14.0,13.0,7
63,25,3,185.42,172,64.0,64.0,64.0,67.0,65.0,65.0,65.0,67.0,66.0,66.0,66.0,69.0,68.0,68.0,68.0,69.0,74.0,72.0,72.0,72.0,74.0,74.0,73.0,73.0,73.0,74.0,78.0,40.0,65.0,72.0,46.0,71.0,68.0,50.0,69.0,71.0,77.0,78.0,73.0,74.0,72.0,79.0,70.0,77.0,71.0,65.0,74.0,75.0,58.0,56.0,64.0,70.0,75.0,77.0,73.0,12.0,6.0,14.0,10.0,7.0,8
64,29,23,175.26,154,56.0,56.0,56.0,57.0,55.0,55.0,55.0,57.0,56.0,56.0,56.0,59.0,59.0,59.0,59.0,59.0,67.0,65.0,65.0,65.0,67.0,67.0,66.0,66.0,66.0,67.0,66.0,46.0,54.0,63.0,47.0,52.0,52.0,47.0,57.0,60.0,70.0,69.0,64.0,66.0,76.0,55.0,80.0,84.0,73.0,48.0,86.0,73.0,51.0,45.0,59.0,59.0,53.0,67.0,72.0,12.0,11.0,10.0,8.0,6.0,7
65,22,10,190.5,172,52.0,52.0,52.0,50.0,52.0,52.0,52.0,50.0,54.0,54.0,54.0,52.0,57.0,57.0,57.0,52.0,55.0,60.0,60.0,60.0,55.0,56.0,61.0,61.0,61.0,56.0,28.0,43.0,62.0,66.0,32.0,53.0,44.0,29.0,56.0,60.0,50.0,44.0,52.0,59.0,49.0,53.0,58.0,58.0,69.0,30.0,61.0,57.0,46.0,58.0,40.0,52.0,63.0,64.0,61.0,9.0,10.0,12.0,8.0,7.0,7
66,31,12,177.8,179,54.0,54.0,54.0,55.0,55.0,55.0,55.0,55.0,57.0,57.0,57.0,57.0,58.0,58.0,58.0,57.0,56.0,58.0,58.0,58.0,56.0,55.0,56.0,56.0,56.0,55.0,65.0,57.0,60.0,61.0,25.0,52.0,50.0,45.0,63.0,61.0,38.0,55.0,56.0,62.0,49.0,52.0,65.0,67.0,66.0,56.0,62.0,46.0,45.0,63.0,66.0,60.0,62.0,51.0,50.0,7.0,10.0,12.0,16.0,14.0,6
67,23,21,177.8,165,56.0,56.0,56.0,62.0,60.0,60.0,60.0,62.0,61.0,61.0,61.0,64.0,62.0,62.0,62.0,64.0,65.0,61.0,61.0,61.0,65.0,63.0,58.0,58.0,58.0,63.0,71.0,41.0,48.0,65.0,42.0,66.0,68.0,67.0,64.0,66.0,69.0,73.0,69.0,64.0,76.0,58.0,63.0,74.0,55.0,46.0,56.0,60.0,60.0,56.0,58.0,57.0,58.0,58.0,60.0,8.0,7.0,8.0,6.0,13.0,7
68,21,22,177.8,157,61.0,61.0,61.0,65.0,64.0,64.0,64.0,65.0,63.0,63.0,63.0,64.0,57.0,57.0,57.0,64.0,49.0,44.0,44.0,44.0,49.0,45.0,35.0,35.0,35.0,45.0,61.0,63.0,37.0,63.0,60.0,70.0,63.0,43.0,54.0,63.0,79.0,76.0,77.0,59.0,77.0,67.0,58.0,69.0,48.0,59.0,38.0,31.0,63.0,56.0,50.0,49.0,21.0,24.0,18.0,7.0,14.0,11.0,13.0,8.0,7
69,22,17,177.8,174,73.0,73.0,73.0,70.0,71.0,71.0,71.0,70.0,69.0,69.0,69.0,69.0,64.0,64.0,64.0,69.0,53.0,54.0,54.0,54.0,53.0,51.0,52.0,52.0,52.0,51.0,54.0,74.0,72.0,67.0,49.0,74.0,60.0,26.0,62.0,72.0,79.0,78.0,61.0,65.0,80.0,75.0,77.0,74.0,85.0,63.0,81.0,28.0,78.0,63.0,61.0,69.0,44.0,36.0,17.0,13.0,13.0,9.0,12.0,8.0,8
70,23,3,177.8,157,66.0,66.0,66.0,69.0,68.0,68.0,68.0,69.0,68.0,68.0,68.0,70.0,68.0,68.0,68.0,70.0,71.0,68.0,68.0,68.0,71.0,70.0,67.0,67.0,67.0,70.0,76.0,53.0,59.0,71.0,60.0,72.0,72.0,70.0,65.0,69.0,78.0,74.0,70.0,73.0,71.0,75.0,63.0,71.0,61.0,70.0,66.0,69.0,71.0,65.0,34.0,63.0,68.0,70.0,69.0,11.0,13.0,16.0,14.0,6.0,8
71,19,19,177.8,137,47.0,47.0,47.0,53.0,51.0,51.0,51.0,53.0,51.0,51.0,51.0,51.0,45.0,45.0,45.0,51.0,42.0,38.0,38.0,38.0,42.0,41.0,36.0,36.0,36.0,41.0,46.0,41.0,33.0,51.0,35.0,58.0,44.0,38.0,42.0,50.0,76.0,70.0,84.0,50.0,77.0,53.0,52.0,31.0,36.0,35.0,44.0,20.0,44.0,52.0,42.0,54.0,37.0,29.0,37.0,13.0,12.0,6.0,10.0,11.0,6
72,23,0,177.8,163,62.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,54.0,54.0,54.0,60.0,49.0,47.0,47.0,47.0,49.0,48.0,45.0,45.0,45.0,48.0,45.0,62.0,57.0,56.0,54.0,62.0,52.0,43.0,47.0,61.0,80.0,82.0,71.0,56.0,72.0,62.0,76.0,72.0,68.0,54.0,66.0,24.0,62.0,57.0,61.0,57.0,29.0,37.0,33.0,11.0,15.0,6.0,11.0,7.0,7
73,30,17,175.26,161,76.0,76.0,76.0,74.0,76.0,76.0,76.0,74.0,73.0,73.0,73.0,72.0,66.0,66.0,66.0,72.0,53.0,50.0,50.0,50.0,53.0,50.0,45.0,45.0,45.0,50.0,64.0,84.0,79.0,65.0,74.0,73.0,67.0,52.0,56.0,77.0,77.0,69.0,75.0,82.0,79.0,75.0,83.0,66.0,53.0,66.0,59.0,26.0,86.0,70.0,74.0,79.0,21.0,29.0,25.0,14.0,12.0,9.0,12.0,11.0,8
74,21,10,182.88,176,52.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,51.0,52.0,54.0,54.0,54.0,52.0,62.0,64.0,64.0,64.0,62.0,64.0,70.0,70.0,70.0,64.0,34.0,35.0,75.0,66.0,33.0,55.0,28.0,20.0,54.0,60.0,64.0,67.0,62.0,68.0,59.0,49.0,75.0,60.0,78.0,21.0,72.0,70.0,28.0,36.0,43.0,64.0,68.0,70.0,69.0,13.0,15.0,13.0,5.0,6.0,8
75,26,13,177.8,174,71.0,71.0,71.0,73.0,73.0,73.0,73.0,73.0,74.0,74.0,74.0,74.0,73.0,73.0,73.0,74.0,67.0,68.0,68.0,68.0,67.0,65.0,61.0,61.0,61.0,65.0,77.0,72.0,54.0,76.0,75.0,74.0,75.0,75.0,74.0,76.0,67.0,69.0,77.0,74.0,75.0,78.0,63.0,76.0,65.0,75.0,65.0,66.0,73.0,76.0,67.0,67.0,67.0,52.0,45.0,10.0,11.0,10.0,9.0,12.0,8
76,19,17,185.42,161,59.0,59.0,59.0,57.0,58.0,58.0,58.0,57.0,56.0,56.0,56.0,55.0,48.0,48.0,48.0,55.0,41.0,39.0,39.0,39.0,41.0,40.0,37.0,37.0,37.0,40.0,37.0,60.0,57.0,58.0,48.0,55.0,38.0,28.0,28.0,59.0,80.0,72.0,66.0,55.0,55.0,58.0,41.0,49.0,64.0,43.0,60.0,21.0,62.0,51.0,52.0,48.0,27.0,15.0,19.0,11.0,13.0,5.0,13.0,11.0,7
77,23,23,190.5,174,55.0,55.0,55.0,54.0,53.0,53.0,53.0,54.0,52.0,52.0,52.0,57.0,55.0,55.0,55.0,57.0,63.0,63.0,63.0,63.0,63.0,64.0,66.0,66.0,66.0,64.0,57.0,30.0,68.0,63.0,48.0,57.0,38.0,21.0,56.0,60.0,67.0,73.0,53.0,60.0,55.0,63.0,71.0,75.0,86.0,32.0,72.0,64.0,48.0,37.0,38.0,65.0,62.0,66.0,61.0,9.0,9.0,9.0,13.0,8.0,7
78,23,5,187.96,168,50.0,50.0,50.0,50.0,52.0,52.0,52.0,50.0,54.0,54.0,54.0,53.0,59.0,59.0,59.0,53.0,58.0,62.0,62.0,62.0,58.0,59.0,63.0,63.0,63.0,59.0,42.0,22.0,68.0,66.0,29.0,43.0,28.0,28.0,63.0,57.0,63.0,55.0,49.0,59.0,59.0,55.0,76.0,71.0,72.0,51.0,63.0,64.0,54.0,63.0,39.0,56.0,54.0,64.0,60.0,6.0,12.0,14.0,13.0,12.0,7
79,27,5,182.88,159,52.0,52.0,52.0,52.0,53.0,53.0,53.0,52.0,55.0,55.0,55.0,55.0,60.0,60.0,60.0,55.0,62.0,67.0,67.0,67.0,62.0,64.0,68.0,68.0,68.0,64.0,35.0,37.0,73.0,65.0,21.0,41.0,35.0,16.0,62.0,63.0,66.0,68.0,57.0,67.0,62.0,35.0,76.0,76.0,77.0,21.0,72.0,71.0,48.0,64.0,56.0,62.0,58.0,71.0,67.0,9.0,16.0,7.0,11.0,11.0,8
80,18,3,180.34,150,45.0,45.0,45.0,50.0,47.0,47.0,47.0,50.0,48.0,48.0,48.0,50.0,48.0,48.0,48.0,50.0,53.0,51.0,51.0,51.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,35.0,41.0,52.0,35.0,51.0,50.0,51.0,49.0,49.0,67.0,68.0,61.0,49.0,74.0,42.0,60.0,46.0,56.0,36.0,53.0,52.0,44.0,46.0,47.0,55.0,55.0,55.0,57.0,12.0,10.0,15.0,11.0,12.0,6
81,22,17,177.8,159,58.0,58.0,58.0,55.0,56.0,56.0,56.0,55.0,53.0,53.0,53.0,53.0,46.0,46.0,46.0,53.0,39.0,36.0,36.0,36.0,39.0,38.0,35.0,35.0,35.0,38.0,40.0,68.0,60.0,45.0,50.0,54.0,43.0,32.0,38.0,56.0,66.0,69.0,71.0,58.0,69.0,56.0,60.0,55.0,60.0,58.0,32.0,17.0,50.0,47.0,68.0,50.0,27.0,16.0,17.0,14.0,6.0,13.0,9.0,13.0,6
82,26,22,172.72,152,71.0,71.0,71.0,76.0,75.0,75.0,75.0,76.0,75.0,75.0,75.0,75.0,70.0,70.0,70.0,75.0,63.0,62.0,62.0,62.0,63.0,60.0,56.0,56.0,56.0,60.0,75.0,71.0,59.0,73.0,61.0,83.0,75.0,71.0,64.0,80.0,75.0,72.0,90.0,72.0,84.0,73.0,72.0,72.0,54.0,70.0,80.0,52.0,74.0,74.0,68.0,73.0,58.0,40.0,34.0,14.0,14.0,8.0,11.0,8.0,8
83,34,6,177.8,172,63.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,62.0,58.0,58.0,58.0,62.0,53.0,52.0,52.0,52.0,53.0,51.0,48.0,48.0,48.0,51.0,58.0,63.0,58.0,55.0,61.0,59.0,56.0,52.0,48.0,60.0,71.0,69.0,72.0,69.0,73.0,64.0,72.0,80.0,73.0,58.0,70.0,52.0,67.0,61.0,64.0,66.0,28.0,33.0,25.0,15.0,8.0,16.0,16.0,12.0,7
84,25,17,185.42,181,62.0,62.0,62.0,59.0,60.0,60.0,60.0,59.0,58.0,58.0,58.0,59.0,55.0,55.0,55.0,59.0,51.0,51.0,51.0,51.0,51.0,49.0,48.0,48.0,48.0,49.0,47.0,62.0,56.0,59.0,61.0,56.0,46.0,32.0,40.0,57.0,64.0,69.0,51.0,69.0,63.0,64.0,51.0,83.0,72.0,55.0,73.0,41.0,65.0,56.0,52.0,58.0,46.0,31.0,21.0,15.0,11.0,6.0,7.0,12.0,7
85,27,17,177.8,154,61.0,61.0,61.0,59.0,62.0,62.0,62.0,59.0,58.0,58.0,58.0,57.0,51.0,51.0,51.0,57.0,43.0,39.0,39.0,39.0,43.0,41.0,36.0,36.0,36.0,41.0,27.0,65.0,60.0,51.0,38.0,63.0,37.0,33.0,33.0,61.0,68.0,74.0,64.0,65.0,73.0,62.0,63.0,65.0,46.0,47.0,26.0,27.0,68.0,55.0,58.0,44.0,31.0,18.0,16.0,11.0,13.0,8.0,12.0,16.0,7
86,20,17,182.88,172,58.0,58.0,58.0,54.0,56.0,56.0,56.0,54.0,55.0,55.0,55.0,53.0,49.0,49.0,49.0,53.0,39.0,38.0,38.0,38.0,39.0,37.0,36.0,36.0,36.0,37.0,44.0,63.0,65.0,55.0,50.0,56.0,60.0,34.0,41.0,57.0,48.0,45.0,58.0,57.0,57.0,58.0,64.0,53.0,61.0,58.0,32.0,15.0,60.0,53.0,60.0,46.0,29.0,14.0,21.0,12.0,14.0,13.0,9.0,8.0,6
87,23,5,193.04,187,47.0,47.0,47.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0,48.0,48.0,48.0,45.0,56.0,58.0,58.0,58.0,56.0,59.0,63.0,63.0,63.0,59.0,35.0,40.0,61.0,57.0,29.0,30.0,32.0,32.0,47.0,56.0,61.0,61.0,46.0,60.0,38.0,41.0,63.0,66.0,81.0,42.0,56.0,63.0,25.0,31.0,38.0,56.0,61.0,65.0,62.0,11.0,9.0,7.0,16.0,10.0,7
88,30,17,177.8,165,64.0,64.0,64.0,60.0,61.0,61.0,61.0,60.0,59.0,59.0,59.0,60.0,55.0,55.0,55.0,60.0,51.0,49.0,49.0,49.0,51.0,50.0,49.0,49.0,49.0,50.0,49.0,65.0,69.0,58.0,53.0,57.0,56.0,35.0,42.0,58.0,73.0,72.0,69.0,62.0,67.0,61.0,85.0,83.0,79.0,55.0,69.0,46.0,68.0,53.0,60.0,62.0,26.0,29.0,26.0,8.0,16.0,7.0,6.0,13.0,7
89,19,17,180.34,170,59.0,59.0,59.0,54.0,56.0,56.0,56.0,54.0,53.0,53.0,53.0,52.0,47.0,47.0,47.0,52.0,40.0,39.0,39.0,39.0,40.0,39.0,38.0,38.0,38.0,39.0,29.0,67.0,57.0,53.0,52.0,55.0,38.0,33.0,31.0,58.0,65.0,67.0,71.0,50.0,68.0,63.0,68.0,63.0,68.0,56.0,51.0,20.0,55.0,40.0,55.0,47.0,22.0,27.0,17.0,5.0,9.0,12.0,12.0,11.0,7
90,28,6,185.42,216,75.0,75.0,75.0,67.0,71.0,71.0,71.0,67.0,67.0,67.0,67.0,66.0,60.0,60.0,60.0,66.0,50.0,50.0,50.0,50.0,50.0,48.0,49.0,49.0,49.0,48.0,48.0,75.0,84.0,68.0,75.0,70.0,53.0,52.0,40.0,71.0,69.0,68.0,66.0,73.0,46.0,85.0,71.0,72.0,85.0,68.0,72.0,33.0,77.0,53.0,65.0,76.0,36.0,23.0,13.0,13.0,13.0,7.0,5.0,14.0,8
91,24,17,200.66,185,69.0,69.0,69.0,66.0,69.0,69.0,69.0,66.0,68.0,68.0,68.0,67.0,65.0,65.0,65.0,67.0,55.0,57.0,57.0,57.0,55.0,54.0,53.0,53.0,53.0,54.0,41.0,71.0,74.0,68.0,51.0,72.0,54.0,30.0,62.0,70.0,68.0,77.0,46.0,71.0,46.0,58.0,38.0,72.0,82.0,55.0,60.0,41.0,72.0,68.0,60.0,68.0,33.0,48.0,36.0,9.0,12.0,14.0,9.0,8.0,8
92,22,23,170.18,141,43.0,43.0,43.0,49.0,47.0,47.0,47.0,49.0,48.0,48.0,48.0,52.0,50.0,50.0,50.0,52.0,57.0,55.0,55.0,55.0,57.0,57.0,57.0,57.0,57.0,57.0,53.0,28.0,36.0,49.0,20.0,52.0,28.0,31.0,48.0,49.0,65.0,69.0,57.0,55.0,91.0,28.0,72.0,63.0,62.0,23.0,56.0,60.0,50.0,50.0,37.0,45.0,65.0,61.0,57.0,14.0,9.0,9.0,10.0,5.0,6
93,27,23,175.26,165,57.0,57.0,57.0,64.0,62.0,62.0,62.0,64.0,64.0,64.0,64.0,66.0,66.0,66.0,66.0,66.0,71.0,70.0,70.0,70.0,71.0,70.0,66.0,66.0,66.0,70.0,62.0,49.0,25.0,67.0,58.0,66.0,62.0,42.0,62.0,65.0,69.0,84.0,72.0,74.0,61.0,52.0,58.0,92.0,69.0,45.0,77.0,72.0,60.0,65.0,35.0,67.0,72.0,70.0,68.0,9.0,15.0,11.0,13.0,16.0,8
94,21,17,185.42,165,76.0,76.0,76.0,72.0,74.0,74.0,74.0,72.0,71.0,71.0,71.0,70.0,64.0,64.0,64.0,70.0,54.0,51.0,51.0,51.0,54.0,51.0,48.0,48.0,48.0,51.0,56.0,78.0,72.0,73.0,74.0,76.0,68.0,66.0,47.0,77.0,75.0,74.0,74.0,68.0,68.0,82.0,70.0,71.0,79.0,79.0,43.0,29.0,77.0,59.0,69.0,75.0,34.0,33.0,24.0,8.0,14.0,8.0,13.0,13.0,8
95,26,5,177.8,174,40.0,40.0,40.0,39.0,38.0,38.0,38.0,39.0,41.0,41.0,41.0,42.0,48.0,48.0,48.0,42.0,56.0,61.0,61.0,61.0,56.0,59.0,65.0,65.0,65.0,59.0,33.0,25.0,63.0,61.0,25.0,31.0,24.0,22.0,56.0,40.0,64.0,35.0,70.0,58.0,67.0,38.0,83.0,75.0,70.0,26.0,72.0,66.0,25.0,30.0,51.0,58.0,68.0,69.0,68.0,14.0,9.0,12.0,12.0,5.0,7
96,22,12,180.34,146,56.0,56.0,56.0,58.0,58.0,58.0,58.0,58.0,60.0,60.0,60.0,60.0,62.0,62.0,62.0,60.0,62.0,64.0,64.0,64.0,62.0,63.0,63.0,63.0,63.0,63.0,51.0,42.0,65.0,67.0,31.0,62.0,38.0,36.0,65.0,64.0,63.0,65.0,68.0,69.0,72.0,60.0,68.0,63.0,62.0,51.0,62.0,70.0,45.0,61.0,47.0,68.0,64.0,58.0,61.0,12.0,13.0,8.0,6.0,11.0,7
97,26,10,185.42,183,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,56.0,57.0,57.0,57.0,56.0,61.0,61.0,61.0,61.0,61.0,61.0,62.0,62.0,62.0,61.0,48.0,34.0,64.0,64.0,34.0,56.0,36.0,34.0,60.0,63.0,63.0,69.0,55.0,58.0,64.0,55.0,75.0,75.0,68.0,41.0,62.0,59.0,42.0,49.0,57.0,63.0,60.0,62.0,62.0,9.0,7.0,8.0,14.0,13.0,7
98,22,21,175.26,152,54.0,54.0,54.0,58.0,57.0,57.0,57.0,58.0,56.0,56.0,56.0,58.0,51.0,51.0,51.0,58.0,46.0,42.0,42.0,42.0,46.0,43.0,36.0,36.0,36.0,43.0,55.0,57.0,32.0,61.0,47.0,62.0,52.0,65.0,52.0,58.0,78.0,68.0,68.0,45.0,62.0,57.0,74.0,59.0,44.0,45.0,43.0,23.0,58.0,47.0,58.0,42.0,32.0,28.0,24.0,13.0,10.0,12.0,6.0,14.0,7
99,25,23,175.26,154,56.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,58.0,58.0,58.0,58.0,59.0,59.0,59.0,58.0,60.0,59.0,59.0,59.0,60.0,60.0,58.0,58.0,58.0,60.0,55.0,51.0,51.0,56.0,53.0,54.0,62.0,56.0,58.0,57.0,68.0,63.0,69.0,61.0,68.0,60.0,78.0,75.0,65.0,58.0,51.0,60.0,54.0,65.0,41.0,58.0,62.0,56.0,58.0,7.0,12.0,7.0,9.0,13.0,7
100,20,14,175.26,154,52.0,52.0,52.0,55.0,56.0,56.0,56.0,55.0,59.0,59.0,59.0,59.0,65.0,65.0,65.0,59.0,64.0,70.0,70.0,70.0,64.0,66.0,70.0,70.0,70.0,66.0,32.0,26.0,65.0,70.0,29.0,64.0,32.0,30.0,72.0,67.0,61.0,58.0,54.0,67.0,74.0,40.0,71.0,65.0,65.0,24.0,67.0,75.0,56.0,64.0,42.0,65.0,73.0,75.0,73.0,6.0,14.0,13.0,14.0,8.0,8
101,32,18,172.72,157,50.0,50.0,50.0,51.0,50.0,50.0,50.0,51.0,51.0,51.0,51.0,52.0,53.0,53.0,53.0,52.0,56.0,57.0,57.0,57.0,56.0,57.0,58.0,58.0,58.0,57.0,54.0,51.0,59.0,54.0,33.0,53.0,33.0,24.0,52.0,57.0,51.0,53.0,66.0,60.0,83.0,50.0,75.0,66.0,65.0,51.0,65.0,61.0,27.0,49.0,56.0,55.0,51.0,58.0,57.0,12.0,15.0,14.0,12.0,8.0,6
102,18,10,185.42,168,42.0,42.0,42.0,39.0,40.0,40.0,40.0,39.0,41.0,41.0,41.0,42.0,47.0,47.0,47.0,42.0,59.0,62.0,62.0,62.0,59.0,63.0,68.0,68.0,68.0,63.0,21.0,21.0,66.0,65.0,22.0,18.0,21.0,32.0,42.0,58.0,67.0,61.0,52.0,75.0,55.0,42.0,69.0,54.0,62.0,16.0,72.0,71.0,18.0,22.0,40.0,51.0,65.0,75.0,72.0,9.0,8.0,8.0,9.0,6.0,8
103,33,15,175.26,152,77.0,77.0,77.0,80.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,79.0,76.0,76.0,76.0,79.0,62.0,62.0,62.0,62.0,62.0,58.0,54.0,54.0,54.0,58.0,78.0,78.0,63.0,83.0,83.0,87.0,79.0,77.0,76.0,85.0,74.0,66.0,83.0,82.0,83.0,77.0,70.0,62.0,62.0,74.0,66.0,45.0,82.0,81.0,72.0,79.0,43.0,42.0,31.0,12.0,10.0,5.0,13.0,14.0,9
104,24,17,177.8,163,58.0,58.0,58.0,56.0,57.0,57.0,57.0,56.0,55.0,55.0,55.0,55.0,52.0,52.0,52.0,55.0,47.0,47.0,47.0,47.0,47.0,46.0,45.0,45.0,45.0,46.0,40.0,62.0,44.0,53.0,54.0,52.0,48.0,40.0,50.0,58.0,75.0,65.0,57.0,58.0,70.0,61.0,57.0,62.0,69.0,55.0,61.0,32.0,59.0,48.0,44.0,54.0,30.0,41.0,36.0,15.0,11.0,14.0,15.0,11.0,6
